Number,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,predicted_emotion,label,consistency label,GMM_FINAL_LABEL,,,,,,,
236,-0.012,-0.14275,-0.0455,-0.805869401,0.498231053,0.539683819,fear,surprise,0,inconsistent,,,,,,,
237,-0.020666667,0.132666667,-0.082,-0.191704035,0.150041461,0.282391787,surprise,surprise,1,consistent,,,,,,,
238,0.132666667,0.092333333,-0.033333333,-0.532634258,0.222463846,0.372148514,surprise,surprise,1,consistent,,,,,,,
239,-0.132,-0.04475,-0.0745,-0.17099905,-0.093571186,0.083909988,surprise,surprise,1,consistent,,,,,,,
240,0.012,0.144333333,0.192,-0.065233767,0.250024438,0.259221315,surprise,surprise,1,consistent,,,,,,,
241,0.25,0.026,-0.0112,-0.440291345,0.599611044,0.467353106,surprise,anger,0,inconsistent,,,,,,,
242,0.246,-0.113142857,-0.060714286,-0.859401524,0.564445138,0.580960512,anger,anger,1,inconsistent,,,,,,,
243,0.17525,0.0445,-0.04125,-0.755262315,0.440297842,0.425399542,anger,anger,1,inconsistent,,,,,,,
244,0.4425,0.052,0.3265,-0.612493694,0.428628922,0.428625107,surprise,anger,0,inconsistent,,,,,,,
245,0.325166667,0.1145,-0.037,-0.254621744,0.672271371,0.678331852,surprise,anger,0,inconsistent,,,,,,,
246,-0.1916,0.115,-0.1156,-0.683043957,0.041498303,0.153460979,fear,disgust,0,consistent,,,,,,,
247,0.0696,-0.0712,-0.112,-0.118413091,-0.086605906,0.02755785,disgust,disgust,1,consistent,,,,,,,
248,-0.624,0.334,-0.608,-0.16626054,0.576157093,0.514300823,anger,disgust,0,inconsistent,,,,,,,
249,-0.301,0.168,-0.191,-0.841886103,0.666082501,0.605306864,anger,disgust,0,inconsistent,,,,,,,
250,-0.385,0.1135,-0.319,-0.855887055,-0.004181802,0.114032149,fear,disgust,0,consistent,,,,,,,
251,0.1676,-0.184,0.1636,-0.14151752,0.261239529,0.257875204,surprise,fear,0,consistent,,,,,,,
252,0.1995,0.111,0.055,-0.479331195,-0.247528911,-0.073009372,disgust,fear,0,consistent,,,,,,,
253,-0.174,0.238,0.134,-0.727018535,0.517682672,0.496425867,anger,fear,0,consistent,,,,,,,
254,-0.265333333,-0.356,-0.325333333,-0.153449297,0.366036654,0.260284781,fear,fear,1,inconsistent,,,,,,,
255,0.025571429,-0.164571429,-0.043142857,-0.478696406,0.236360788,0.216501236,fear,fear,1,consistent,,,,,,,
256,0.4765,0.12425,0.3655,0.64017868,0.577757359,0.601247072,happiness,happiness,1,consistent,,,,,,,
257,0.47525,0.2,0.2645,0.405583978,0.534657121,0.564434528,happiness,happiness,1,consistent,,,,,,,
258,0.4195,0.3325,0.167,0.549619675,0.42912817,0.475745678,happiness,happiness,1,consistent,,,,,,,
259,0.92,0.22,0.586,-0.154565275,0.27723515,0.300283194,happiness,happiness,1,inconsistent,,,,,,,
260,0.816,0.862,0.418,0.91607213,0.386519074,0.359399199,happiness,happiness,1,consistent,,,,,,,
261,0.304,-0.2235,0.18,-0.234639287,-0.826042056,-0.626821756,surprise,sadness,0,inconsistent,,,,,,,
262,0.1856,-0.1384,0.0748,-0.299565613,-0.546383679,-0.353903413,disgust,sadness,0,consistent,,,,,,,
263,0.408333333,-0.0495,0.250833333,0.424021482,-0.21006763,-0.032621503,surprise,sadness,0,consistent,,,,,,,
264,0.4685,-0.548,-0.1085,-0.185031891,-0.707782507,-0.479167879,surprise,sadness,0,consistent,,,,,,,
265,0.418,0.0735,0.324,-0.327348351,-0.922790349,-0.638865948,surprise,sadness,0,inconsistent,,,,,,,
266,-0.012,-0.14275,-0.0455,-0.372476399,0.453675985,0.546808481,surprise,surprise,1,inconsistent,,,,,,,
267,-0.020666667,0.132666667,-0.082,-0.694570661,0.712205172,0.693814516,anger,surprise,0,inconsistent,,,,,,,
268,0.132666667,0.092333333,-0.033333333,-0.641103745,-0.032824159,0.170586586,fear,surprise,0,consistent,,,,,,,
269,-0.132,-0.04475,-0.0745,-0.541932702,-0.066403747,-0.038534522,sadness,surprise,0,consistent,,,,,,,
270,0.012,0.144333333,0.192,-0.144257367,0.649436474,0.561029553,surprise,surprise,1,consistent,,,,,,,
271,0.25,0.026,-0.0112,-0.347483873,0.191439867,0.23702538,surprise,anger,0,consistent,,,,,,,
272,0.246,-0.113142857,-0.060714286,-0.499829531,0.254745245,0.341683984,surprise,anger,0,inconsistent,,,,,,,
273,0.17525,0.0445,-0.04125,-0.494321942,-0.186304927,-0.073207319,disgust,anger,0,consistent,,,,,,,
274,0.4425,0.052,0.3265,-0.131281137,-0.04648757,0.040128469,surprise,anger,0,consistent,,,,,,,
275,0.325166667,0.1145,-0.037,-0.154274523,-0.201058686,-0.017857671,surprise,anger,0,consistent,,,,,,,
276,-0.1916,0.115,-0.1156,-0.331402123,-0.195276141,-0.062196076,sadness,disgust,0,consistent,,,,,,,
277,0.0696,-0.0712,-0.112,-0.158203125,-0.141328335,-0.106917918,disgust,disgust,1,consistent,,,,,,,
278,-0.624,0.334,-0.608,0.155099273,-0.273778677,-0.180248857,fear,disgust,0,inconsistent,,,,,,,
279,-0.301,0.168,-0.191,-0.927190244,-0.140812039,0.009470463,fear,disgust,0,consistent,,,,,,,
280,-0.385,0.1135,-0.319,-0.695206404,-0.181518912,0.005721807,sadness,disgust,0,consistent,,,,,,,
281,0.1676,-0.184,0.1636,-0.042892098,-0.242904425,-0.145559967,surprise,fear,0,consistent,,,,,,,
282,0.1995,0.111,0.055,-0.175398231,-0.213500261,-0.100225806,surprise,fear,0,consistent,,,,,,,
283,-0.174,0.238,0.134,-0.400785387,-0.163758397,-0.053530693,fear,fear,1,consistent,,,,,,,
284,-0.265333333,-0.356,-0.325333333,-0.583364964,-0.514606237,-0.332057834,sadness,fear,0,consistent,,,,,,,
285,0.025571429,-0.164571429,-0.043142857,-0.591371298,-0.491517067,-0.316584229,sadness,fear,0,consistent,,,,,,,
286,0.4765,0.12425,0.3655,0.742901444,0.240767479,0.2982862,surprise,happiness,0,consistent,,,,,,,
287,0.47525,0.2,0.2645,0.20529604,0.118341208,0.189041257,surprise,happiness,0,consistent,,,,,,,
288,0.4195,0.3325,0.167,0.759904861,0.440421581,0.535280108,happiness,happiness,1,consistent,,,,,,,
289,0.92,0.22,0.586,0.103395104,0.081044674,0.172794104,surprise,happiness,0,inconsistent,,,,,,,
290,0.816,0.862,0.418,0.929399252,0.290603638,0.382657766,happiness,happiness,1,consistent,,,,,,,
291,0.304,-0.2235,0.18,-0.386028469,-0.72979784,-0.540754616,disgust,sadness,0,inconsistent,,,,,,,
292,0.1856,-0.1384,0.0748,-0.706384778,-0.966458976,-0.70892942,sadness,sadness,1,inconsistent,,,,,,,
293,0.408333333,-0.0495,0.250833333,-0.080737293,-0.604953945,-0.341971993,surprise,sadness,0,inconsistent,,,,,,,
294,0.4685,-0.548,-0.1085,0.288271189,-0.44646585,-0.194504499,surprise,sadness,0,consistent,,,,,,,
295,0.418,0.0735,0.324,-0.31512934,-0.806084871,-0.51654923,surprise,sadness,0,inconsistent,,,,,,,
296,-0.012,-0.14275,-0.0455,-0.358345687,-0.194563806,-0.049306989,disgust,surprise,0,consistent,,,,,,,
297,-0.020666667,0.132666667,-0.082,0.238008618,-0.128473461,-0.077320337,surprise,surprise,1,consistent,,,,,,,
298,0.132666667,0.092333333,-0.033333333,-0.360031486,-0.180245399,-0.008270025,disgust,surprise,0,consistent,,,,,,,
299,-0.132,-0.04475,-0.0745,-0.192757428,-0.213896155,-0.076705456,disgust,surprise,0,consistent,,,,,,,
300,0.012,0.144333333,0.192,0.099060297,-0.188707352,-0.067200422,surprise,surprise,1,consistent,,,,,,,
301,0.25,0.026,-0.0112,-0.511979342,0.867791176,0.781995773,surprise,anger,0,inconsistent,,,,,,,
302,0.246,-0.113142857,-0.060714286,-0.924037457,0.408121467,0.412265062,fear,anger,0,inconsistent,,,,,,,
303,0.17525,0.0445,-0.04125,-0.61756146,0.573040485,0.611343622,anger,anger,1,inconsistent,,,,,,,
304,0.4425,0.052,0.3265,-0.382904112,0.243171453,0.249585867,surprise,anger,0,consistent,,,,,,,
305,0.325166667,0.1145,-0.037,-0.425158322,0.489569902,0.573430061,surprise,anger,0,inconsistent,,,,,,,
306,-0.1916,0.115,-0.1156,-0.335626304,0.184080362,0.24283433,fear,disgust,0,consistent,,,,,,,
307,0.0696,-0.0712,-0.112,0.250144005,0.24963212,0.276347518,surprise,disgust,0,consistent,,,,,,,
308,-0.624,0.334,-0.608,-0.352638662,0.228320479,0.272080421,anger,disgust,0,inconsistent,,,,,,,
309,-0.301,0.168,-0.191,-0.826129198,0.414522409,0.390001059,anger,disgust,0,consistent,,,,,,,
310,-0.385,0.1135,-0.319,-0.988552213,0.62011528,0.665137053,anger,disgust,0,inconsistent,,,,,,,
311,0.1676,-0.184,0.1636,-0.13275224,0.103795052,0.12846446,surprise,fear,0,consistent,,,,,,,
312,0.1995,0.111,0.055,-0.455986798,-0.165931821,-0.064564943,disgust,fear,0,consistent,,,,,,,
313,-0.174,0.238,0.134,-0.247876108,-0.248116314,-0.076771677,sadness,fear,0,consistent,,,,,,,
314,-0.265333333,-0.356,-0.325333333,-0.498683989,0.520654917,0.491003752,fear,fear,1,inconsistent,,,,,,,
315,0.025571429,-0.164571429,-0.043142857,-0.619096041,0.234879732,0.264115691,fear,fear,1,consistent,,,,,,,
316,0.4765,0.12425,0.3655,0.092481375,0.508828402,0.504426956,happiness,happiness,1,consistent,,,,,,,
317,0.47525,0.2,0.2645,0.795459747,0.647100449,0.586070895,happiness,happiness,1,consistent,,,,,,,
318,0.4195,0.3325,0.167,0.195544362,0.657476187,0.64674902,happiness,happiness,1,consistent,,,,,,,
319,0.92,0.22,0.586,-0.729964256,0.516698837,0.510634899,surprise,happiness,0,inconsistent,,,,,,,
320,0.816,0.862,0.418,0.748207569,0.328340411,0.333928704,happiness,happiness,1,consistent,,,,,,,
321,0.304,-0.2235,0.18,-0.335074484,-0.616214454,-0.406203032,disgust,sadness,0,inconsistent,,,,,,,
322,0.1856,-0.1384,0.0748,-0.394762099,-0.349679589,-0.142546296,disgust,sadness,0,consistent,,,,,,,
323,0.408333333,-0.0495,0.250833333,-0.085895956,-0.187455952,0.048290491,surprise,sadness,0,consistent,,,,,,,
324,0.4685,-0.548,-0.1085,-0.396753252,-0.223131299,-0.054729104,surprise,sadness,0,inconsistent,,,,,,,
325,0.418,0.0735,0.324,0.035396934,0.001829863,0.155640125,surprise,sadness,0,consistent,,,,,,,
326,-0.012,-0.14275,-0.0455,-0.435815632,0.14776206,0.211268187,fear,surprise,0,consistent,,,,,,,
327,-0.020666667,0.132666667,-0.082,-0.59452498,0.142788887,0.186948776,fear,surprise,0,consistent,,,,,,,
328,0.132666667,0.092333333,-0.033333333,-0.622166157,0.427971482,0.459913731,anger,surprise,0,inconsistent,,,,,,,
329,-0.132,-0.04475,-0.0745,-0.189384937,0.065350771,0.188117743,surprise,surprise,1,consistent,,,,,,,
330,0.012,0.144333333,0.192,-0.291898072,0.559619784,0.473977566,surprise,surprise,1,consistent,,,,,,,
331,0.25,0.026,-0.0112,-0.380910695,0.159445167,0.181930542,surprise,anger,0,consistent,,,,,,,
332,0.246,-0.113142857,-0.060714286,-0.29903388,-0.060031176,0.101353884,surprise,anger,0,consistent,,,,,,,
333,0.17525,0.0445,-0.04125,-0.077631414,0.040605783,0.183088303,surprise,anger,0,consistent,,,,,,,
334,0.4425,0.052,0.3265,-0.153140008,0.414626837,0.500134587,surprise,anger,0,consistent,,,,,,,
335,0.325166667,0.1145,-0.037,-0.190524817,-0.262411773,-0.037312448,surprise,anger,0,consistent,,,,,,,
336,-0.1916,0.115,-0.1156,-0.369794786,-0.084455967,0.05319953,fear,disgust,0,consistent,,,,,,,
337,0.0696,-0.0712,-0.112,0.169034719,-0.005872488,0.110400438,surprise,disgust,0,consistent,,,,,,,
338,-0.624,0.334,-0.608,-0.071010709,-0.078359187,0.032243729,fear,disgust,0,inconsistent,,,,,,,
339,-0.301,0.168,-0.191,-0.860577464,0.227669954,0.308450222,fear,disgust,0,consistent,,,,,,,
340,-0.385,0.1135,-0.319,-0.259550214,0.329059601,0.377885938,anger,disgust,0,consistent,,,,,,,
341,0.1676,-0.184,0.1636,-0.22815907,0.261732578,0.304560781,surprise,fear,0,consistent,,,,,,,
342,0.1995,0.111,0.055,-0.316900313,0.149809957,0.244021058,surprise,fear,0,consistent,,,,,,,
343,-0.174,0.238,0.134,-0.734339237,0.201404095,0.268237948,anger,fear,0,consistent,,,,,,,
344,-0.265333333,-0.356,-0.325333333,-0.435831189,0.24308598,0.336903095,sadness,fear,0,inconsistent,,,,,,,
345,0.025571429,-0.164571429,-0.043142857,-0.382824063,0.289144754,0.316415071,surprise,fear,0,consistent,,,,,,,
346,0.4765,0.12425,0.3655,0.879816532,0.354774475,0.429615021,happiness,happiness,1,consistent,,,,,,,
347,0.47525,0.2,0.2645,0.627587557,0.451035619,0.511040211,happiness,happiness,1,consistent,,,,,,,
348,0.4195,0.3325,0.167,0.828163743,0.410008192,0.479756117,happiness,happiness,1,consistent,,,,,,,
349,0.92,0.22,0.586,-0.562658072,0.163615227,0.278218746,surprise,happiness,0,inconsistent,,,,,,,
350,0.816,0.862,0.418,0.744545937,0.392750502,0.464138865,happiness,happiness,1,consistent,,,,,,,
351,0.304,-0.2235,0.18,-0.475941539,-0.757092118,-0.505331516,disgust,sadness,0,inconsistent,,,,,,,
352,0.1856,-0.1384,0.0748,-0.41124624,-0.076971412,0.037458301,surprise,sadness,0,consistent,,,,,,,
353,0.408333333,-0.0495,0.250833333,-0.007029474,0.202096462,0.277786136,surprise,sadness,0,consistent,,,,,,,
354,0.4685,-0.548,-0.1085,-0.211449325,-0.484516025,-0.301311374,surprise,sadness,0,consistent,,,,,,,
355,0.418,0.0735,0.324,-0.152997315,0.073666096,0.195958734,surprise,sadness,0,consistent,,,,,,,
356,-0.012,-0.14275,-0.0455,0.021617055,0.123249531,0.199144363,surprise,surprise,1,consistent,,,,,,,
357,-0.020666667,0.132666667,-0.082,-0.777784646,0.10068202,0.142254472,fear,surprise,0,consistent,,,,,,,
358,0.132666667,0.092333333,-0.033333333,-0.268120408,0.072459221,0.155673265,surprise,surprise,1,consistent,,,,,,,
359,-0.132,-0.04475,-0.0745,-0.021559,-0.036068678,0.070028305,disgust,surprise,0,consistent,,,,,,,
360,0.012,0.144333333,0.192,0.070523739,0.260160923,0.31869936,surprise,surprise,1,consistent,,,,,,,
361,0.25,0.026,-0.0112,-0.316391766,0.469052911,0.519902825,surprise,anger,0,inconsistent,,,,,,,
362,0.246,-0.113142857,-0.060714286,-0.464350343,-0.019567192,0.122834206,surprise,anger,0,consistent,,,,,,,
363,0.17525,0.0445,-0.04125,-0.108040273,0.112445235,0.234155416,surprise,anger,0,consistent,,,,,,,
364,0.4425,0.052,0.3265,-0.014933169,0.30554831,0.370954514,surprise,anger,0,consistent,,,,,,,
365,0.325166667,0.1145,-0.037,-0.663016081,-0.046728373,0.111199856,surprise,anger,0,inconsistent,,,,,,,
366,-0.1916,0.115,-0.1156,-0.581978559,0.082888842,0.111265063,fear,disgust,0,consistent,,,,,,,
367,0.0696,-0.0712,-0.112,0.111791134,-0.311017632,-0.188489199,surprise,disgust,0,consistent,,,,,,,
368,-0.624,0.334,-0.608,-0.503242493,0.134813786,0.20939517,anger,disgust,0,consistent,,,,,,,
369,-0.301,0.168,-0.191,-1,0.193567991,0.287158608,fear,disgust,0,consistent,,,,,,,
370,-0.385,0.1135,-0.319,-0.036391318,0.096927881,0.108391762,fear,disgust,0,consistent,,,,,,,
371,0.1676,-0.184,0.1636,-0.262634456,-0.101507366,0.004106879,surprise,fear,0,consistent,,,,,,,
372,0.1995,0.111,0.055,-0.594546795,-0.486942768,-0.348582625,disgust,fear,0,inconsistent,,,,,,,
373,-0.174,0.238,0.134,-0.052138805,-0.553426087,-0.341377854,disgust,fear,0,inconsistent,,,,,,,
374,-0.265333333,-0.356,-0.325333333,-0.679908276,-0.260732889,-0.204663634,sadness,fear,0,consistent,,,,,,,
375,0.025571429,-0.164571429,-0.043142857,-0.391865194,-0.491991043,-0.280846477,disgust,fear,0,consistent,,,,,,,
376,0.4765,0.12425,0.3655,0.418669224,0.120068073,0.254966855,surprise,happiness,0,consistent,,,,,,,
377,0.47525,0.2,0.2645,-0.003203511,-0.014054239,0.07628274,surprise,happiness,0,consistent,,,,,,,
378,0.4195,0.3325,0.167,0.56562078,0.142097831,0.226861119,happiness,happiness,1,consistent,,,,,,,
379,0.92,0.22,0.586,-0.044837296,-0.038290501,0.042908669,surprise,happiness,0,inconsistent,,,,,,,
380,0.816,0.862,0.418,0.106276751,0.022340178,0.105902791,happiness,happiness,1,inconsistent,,,,,,,
381,0.304,-0.2235,0.18,-0.232119799,-0.492521346,-0.273693204,surprise,sadness,0,consistent,,,,,,,
382,0.1856,-0.1384,0.0748,-0.279531419,-0.621324539,-0.467163086,disgust,sadness,0,inconsistent,,,,,,,
383,0.408333333,-0.0495,0.250833333,-0.146987736,-0.581283987,-0.358327866,surprise,sadness,0,inconsistent,,,,,,,
384,0.4685,-0.548,-0.1085,-0.191931903,-0.310109615,-0.129939854,surprise,sadness,0,consistent,,,,,,,
385,0.418,0.0735,0.324,-0.361261368,-0.427923799,-0.218800843,surprise,sadness,0,inconsistent,,,,,,,
386,-0.012,-0.14275,-0.0455,-0.309865534,0.051887751,0.105472565,surprise,surprise,1,consistent,,,,,,,
387,-0.020666667,0.132666667,-0.082,-0.543822765,-0.258416355,-0.123359978,sadness,surprise,0,consistent,,,,,,,
388,0.132666667,0.092333333,-0.033333333,-0.613772273,-0.266602695,-0.15012449,sadness,surprise,0,consistent,,,,,,,
389,-0.132,-0.04475,-0.0745,-0.063427269,-0.191104054,-0.091479778,disgust,surprise,0,consistent,,,,,,,
390,0.012,0.144333333,0.192,-0.081258595,-0.450115442,-0.330106139,disgust,surprise,0,consistent,,,,,,,
391,0.25,0.026,-0.0112,-0.442759037,0.476125598,0.484949946,surprise,anger,0,inconsistent,,,,,,,
392,0.246,-0.113142857,-0.060714286,-0.364579141,0.175420165,0.263039589,surprise,anger,0,consistent,,,,,,,
393,0.17525,0.0445,-0.04125,-0.328983486,0.444599748,0.423880458,surprise,anger,0,consistent,,,,,,,
394,0.4425,0.052,0.3265,-0.24737078,0.32404232,0.304653406,surprise,anger,0,consistent,,,,,,,
395,0.325166667,0.1145,-0.037,-0.303662062,0.113267422,0.19891572,surprise,anger,0,consistent,,,,,,,
396,-0.1916,0.115,-0.1156,-0.105991542,-0.085742831,0.023634434,disgust,disgust,1,consistent,,,,,,,
397,0.0696,-0.0712,-0.112,0.232320786,-0.066597939,0.013193369,surprise,disgust,0,consistent,,,,,,,
398,-0.624,0.334,-0.608,0.622204065,0.56124115,0.507833242,disgust,disgust,1,inconsistent,,,,,,,
399,-0.301,0.168,-0.191,-0.515268147,0.237896442,0.258466959,anger,disgust,0,consistent,,,,,,,
400,-0.385,0.1135,-0.319,-0.224295974,-0.193792939,-0.068799734,sadness,disgust,0,consistent,,,,,,,
401,0.1676,-0.184,0.1636,-0.076519847,-0.119863868,-0.023851573,surprise,fear,0,consistent,,,,,,,
402,0.1995,0.111,0.055,-0.241888642,-0.428082824,-0.297170818,disgust,fear,0,consistent,,,,,,,
403,-0.174,0.238,0.134,-0.741868317,-0.122151971,-0.042452812,fear,fear,1,consistent,,,,,,,
404,-0.265333333,-0.356,-0.325333333,-0.585308194,-0.025434077,0.032695532,sadness,fear,0,consistent,,,,,,,
405,0.025571429,-0.164571429,-0.043142857,-0.406755269,0.022258639,0.094180942,surprise,fear,0,consistent,,,,,,,
406,0.4765,0.12425,0.3655,0.65510416,0.238024354,0.346220493,surprise,happiness,0,consistent,,,,,,,
407,0.47525,0.2,0.2645,0.827921987,0.319669008,0.393057585,happiness,happiness,1,consistent,,,,,,,
408,0.4195,0.3325,0.167,0.509773016,0.238026977,0.306892991,happiness,happiness,1,consistent,,,,,,,
409,0.92,0.22,0.586,-0.353892148,0.085715532,0.155534148,surprise,happiness,0,inconsistent,,,,,,,
410,0.816,0.862,0.418,0.776245356,0.246267796,0.294525385,happiness,happiness,1,consistent,,,,,,,
411,0.304,-0.2235,0.18,-0.290781319,-0.636769891,-0.404759765,surprise,sadness,0,inconsistent,,,,,,,
412,0.1856,-0.1384,0.0748,-0.468110561,-0.455794036,-0.258752227,disgust,sadness,0,consistent,,,,,,,
413,0.408333333,-0.0495,0.250833333,0.081454992,-0.372880995,-0.129952073,surprise,sadness,0,consistent,,,,,,,
414,0.4685,-0.548,-0.1085,-0.310944796,-0.278950632,-0.143529058,surprise,sadness,0,consistent,,,,,,,
415,0.418,0.0735,0.324,0.041742682,-0.338176847,-0.093509793,surprise,sadness,0,consistent,,,,,,,
416,-0.012,-0.14275,-0.0455,-0.438559234,-0.141986966,0.042471409,sadness,surprise,0,consistent,,,,,,,
417,-0.020666667,0.132666667,-0.082,-0.570616841,0.296754718,0.422277451,anger,surprise,0,consistent,,,,,,,
418,0.132666667,0.092333333,-0.033333333,-0.529983521,0.013370514,0.156544924,surprise,surprise,1,consistent,,,,,,,
419,-0.132,-0.04475,-0.0745,-0.335038841,-0.08894372,0.030841589,sadness,surprise,0,consistent,,,,,,,
420,0.012,0.144333333,0.192,-0.424184501,0.059188604,0.083464265,fear,surprise,0,consistent,,,,,,,
421,0.25,0.026,-0.0112,-0.348126769,-0.068745732,0.035681486,surprise,anger,0,consistent,,,,,,,
422,0.246,-0.113142857,-0.060714286,-0.568487942,0.080565214,0.207003117,surprise,anger,0,inconsistent,,,,,,,
423,0.17525,0.0445,-0.04125,-0.31788975,-0.095382988,0.072593808,surprise,anger,0,consistent,,,,,,,
424,0.4425,0.052,0.3265,-0.183180869,-0.167740583,-0.017542303,surprise,anger,0,consistent,,,,,,,
425,0.325166667,0.1145,-0.037,-0.223142266,-0.178186774,0.016717792,surprise,anger,0,consistent,,,,,,,
426,-0.1916,0.115,-0.1156,-0.161683619,-0.352572441,-0.182983756,disgust,disgust,1,consistent,,,,,,,
427,0.0696,-0.0712,-0.112,0.031194687,-0.489147842,-0.308706999,surprise,disgust,0,consistent,,,,,,,
428,-0.624,0.334,-0.608,0.118701339,-0.192553401,-0.064746618,fear,disgust,0,inconsistent,,,,,,,
429,-0.301,0.168,-0.191,-0.701317072,0.051960111,0.170456648,fear,disgust,0,consistent,,,,,,,
430,-0.385,0.1135,-0.319,-0.128666043,-0.35324645,-0.09636879,sadness,disgust,0,consistent,,,,,,,
431,0.1676,-0.184,0.1636,-0.35579145,-0.577796936,-0.393693805,disgust,fear,0,inconsistent,,,,,,,
432,0.1995,0.111,0.055,-0.300151408,-0.562939703,-0.370766282,disgust,fear,0,inconsistent,,,,,,,
433,-0.174,0.238,0.134,-0.750080526,-0.169254959,-0.070824504,fear,fear,1,consistent,,,,,,,
434,-0.265333333,-0.356,-0.325333333,-0.552394629,-0.379539132,-0.281475008,sadness,fear,0,consistent,,,,,,,
435,0.025571429,-0.164571429,-0.043142857,-0.671496034,-0.267583072,-0.114782631,sadness,fear,0,consistent,,,,,,,
436,0.92,0.22,0.586,0.591692448,0.262804747,0.317667842,happiness,happiness,1,consistent,,,,,,,
437,0.816,0.862,0.418,1,0.470404863,0.471463919,happiness,happiness,1,consistent,,,,,,,
438,0.304,-0.2235,0.18,-0.343593776,-1,-0.742036462,disgust,sadness,0,inconsistent,,,,,,,
439,0.1856,-0.1384,0.0748,-0.628332138,-0.905249894,-0.640302658,sadness,sadness,1,inconsistent,,,,,,,
440,0.408333333,-0.0495,0.250833333,0.047745228,-0.62585324,-0.375749648,surprise,sadness,0,inconsistent,,,,,,,
441,0.4685,-0.548,-0.1085,-0.213709056,-0.757773995,-0.474954963,surprise,sadness,0,consistent,,,,,,,
442,0.418,0.0735,0.324,0.100571632,-0.516617537,-0.251450717,surprise,sadness,0,inconsistent,,,,,,,
443,-0.012,-0.14275,-0.0455,-0.386965871,-0.150733352,-0.010309875,disgust,surprise,0,consistent,,,,,,,
444,-0.020666667,0.132666667,-0.082,-0.261633337,0.174834251,0.249118567,surprise,surprise,1,consistent,,,,,,,
445,0.132666667,0.092333333,-0.033333333,-0.377994597,-0.149868906,0.035522223,surprise,surprise,1,consistent,,,,,,,
446,-0.132,-0.04475,-0.0745,-0.228666246,-0.353731394,-0.185478806,disgust,surprise,0,consistent,,,,,,,
447,0.012,0.144333333,0.192,-0.102491558,-0.168390512,-0.06113261,surprise,surprise,1,consistent,,,,,,,
448,0.25,0.026,-0.0112,-0.406211972,0.461660266,0.459326744,surprise,anger,0,inconsistent,,,,,,,
449,0.246,-0.113142857,-0.060714286,-0.56365335,0.267060637,0.297873259,surprise,anger,0,inconsistent,,,,,,,
450,0.17525,0.0445,-0.04125,-0.481332719,0.506514907,0.47844696,surprise,anger,0,inconsistent,,,,,,,
451,0.4425,0.052,0.3265,-0.146417379,0.360516787,0.417398214,surprise,anger,0,consistent,,,,,,,
452,0.325166667,0.1145,-0.037,-0.191354573,0.455479383,0.538883924,surprise,anger,0,consistent,,,,,,,
453,-0.1916,0.115,-0.1156,-0.404867411,0.036950469,0.110051751,fear,disgust,0,consistent,,,,,,,
454,0.0696,-0.0712,-0.112,0.049038529,0.332670331,0.385745883,surprise,disgust,0,consistent,,,,,,,
455,-0.624,0.334,-0.608,-0.027789056,0.12438333,0.087352991,anger,disgust,0,inconsistent,,,,,,,
456,-0.301,0.168,-0.191,-0.642858982,0.235458493,0.237878919,anger,disgust,0,consistent,,,,,,,
457,-0.385,0.1135,-0.319,-0.61645484,0.192191839,0.330413222,fear,disgust,0,consistent,,,,,,,
458,0.1676,-0.184,0.1636,-0.251240373,-0.42079854,-0.273259878,disgust,fear,0,consistent,,,,,,,
459,0.1995,0.111,0.055,-0.304739237,-0.513543248,-0.315248013,disgust,fear,0,inconsistent,,,,,,,
460,-0.174,0.238,0.134,-0.830384076,-0.128398776,-0.006258726,fear,fear,1,consistent,,,,,,,
461,-0.265333333,-0.356,-0.325333333,-0.516232014,0.548941374,0.498747826,fear,fear,1,inconsistent,,,,,,,
462,0.025571429,-0.164571429,-0.043142857,-0.707032442,0.389188051,0.391012192,fear,fear,1,inconsistent,,,,,,,
463,0.4765,0.12425,0.3655,0.936165094,0.419144392,0.511168242,happiness,happiness,1,consistent,,,,,,,
464,0.47525,0.2,0.2645,0.932668328,0.621985435,0.607803583,happiness,happiness,1,consistent,,,,,,,
465,0.4195,0.3325,0.167,-0.326099396,0.605948687,0.610785484,surprise,happiness,0,inconsistent,,,,,,,
466,0.92,0.22,0.586,0.095142126,0.543798208,0.615247369,happiness,happiness,1,inconsistent,,,,,,,
467,0.816,0.862,0.418,0.821926117,0.565961123,0.603851318,happiness,happiness,1,consistent,,,,,,,
468,0.304,-0.2235,0.18,-0.18129617,-0.339206576,-0.147937298,surprise,sadness,0,consistent,,,,,,,
469,0.1856,-0.1384,0.0748,-0.531386018,-0.082105815,-0.013755918,surprise,sadness,0,consistent,,,,,,,
470,0.408333333,-0.0495,0.250833333,0.311153412,0.054444909,0.171263933,surprise,sadness,0,consistent,,,,,,,
471,0.4685,-0.548,-0.1085,-0.074873149,0.006663084,0.053546071,surprise,sadness,0,consistent,,,,,,,
472,0.418,0.0735,0.324,-0.058829069,0.151567459,0.274709344,surprise,sadness,0,consistent,,,,,,,
473,-0.012,-0.14275,-0.0455,-0.445249736,0.163863897,0.273343325,fear,surprise,0,consistent,,,,,,,
474,-0.020666667,0.132666667,-0.082,-0.580056667,0.282629013,0.271659851,anger,surprise,0,consistent,,,,,,,
