ID,REC.WAV,TEXT,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,label
subject 1_sadness_sentence 4,subject 1_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.3967532515525818,-0.2231312990188598,-0.0547291040420532,sadness
subject 1_sadness_sentence 5,subject 1_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,0.035396933555603,0.0018298625946044,0.1556401252746582,sadness
subject 1_surprise_sentence 1,subject 1_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.4358156323432922,0.1477620601654052,0.2112681865692138,surprise
subject 1_surprise_sentence 2,subject 1_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.5945249795913696,0.1427888870239257,0.1869487762451172,surprise
subject 1_surprise_sentence 3,subject 1_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.6221661567687988,0.4279714822769165,0.4599137306213379,surprise
subject 1_surprise_sentence 4,subject 1_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.1893849372863769,0.0653507709503173,0.1881177425384521,surprise
subject 1_surprise_sentence 5,subject 1_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.2918980717658996,0.5596197843551636,0.4739775657653808,surprise
subject 20_anger_sentence 1,subject 20_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3809106945991516,0.1594451665878296,0.1819305419921875,anger
subject 20_anger_sentence 2,subject 20_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.2990338802337646,-0.0600311756134033,0.1013538837432861,anger
subject 20_anger_sentence 3,subject 20_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.0776314139366149,0.0406057834625244,0.1830883026123047,anger
subject 20_anger_sentence 4,subject 20_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.1531400084495544,0.4146268367767334,0.5001345872879028,anger
subject 20_anger_sentence 5,subject 20_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.1905248165130615,-0.2624117732048034,-0.0373124480247497,anger
subject 20_disgust_sentence 1,subject 20_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.3697947859764099,-0.0844559669494628,0.0531995296478271,disgust
subject 20_disgust_sentence 2,subject 20_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.169034719467163,-0.0058724880218505,0.1104004383087158,disgust
subject 20_disgust_sentence 3,subject 20_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.0710107088088989,-0.0783591866493225,0.0322437286376953,disgust
subject 20_disgust_sentence 4,subject 20_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.8605774641036987,0.2276699542999267,0.3084502220153808,disgust
subject 20_disgust_sentence 5,subject 20_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.2595502138137817,0.3290596008300781,0.3778859376907348,disgust
subject 20_fear_sentence 1,subject 20_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.2281590700149536,0.2617325782775879,0.3045607805252075,fear
subject 20_fear_sentence 2,subject 20_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.3169003129005432,0.1498099565505981,0.2440210580825805,fear
subject 20_fear_sentence 3,subject 20_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7343392372131348,0.2014040946960449,0.2682379484176636,fear
subject 20_fear_sentence 4,subject 20_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.4358311891555786,0.2430859804153442,0.3369030952453613,fear
subject 20_fear_sentence 5,subject 20_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.3828240633010864,0.28914475440979,0.3164150714874267,fear
subject 20_happiness_sentence 1,subject 20_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.8798165321350098,0.3547744750976562,0.4296150207519531,happiness
subject 20_happiness_sentence 2,subject 20_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.6275875568389893,0.4510356187820434,0.511040210723877,happiness
subject 20_happiness_sentence 3,subject 20_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.828163743019104,0.4100081920623779,0.4797561168670654,happiness
subject 20_happiness_sentence 4,subject 20_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.5626580715179443,0.1636152267456054,0.2782187461853027,happiness
subject 20_happiness_sentence 5,subject 20_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.7445459365844727,0.3927505016326904,0.4641388654708862,happiness
subject 20_sadness_sentence 1,subject 20_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.47594153881073,-0.7570921182632446,-0.5053315162658691,sadness
subject 20_sadness_sentence 2,subject 20_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4112462401390075,-0.076971411705017,0.0374583005905151,sadness
subject 20_sadness_sentence 3,subject 20_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.0070294737815856,0.2020964622497558,0.2777861356735229,sadness
subject 20_sadness_sentence 4,subject 20_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.2114493250846862,-0.4845160245895386,-0.3013113737106323,sadness
subject 20_sadness_sentence 5,subject 20_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.1529973149299621,0.0736660957336425,0.1959587335586547,sadness
subject 20_surprise_sentence 1,subject 20_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,0.02161705493927,0.1232495307922363,0.1991443634033203,surprise
subject 20_surprise_sentence 2,subject 20_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.7777846455574036,0.1006820201873779,0.1422544717788696,surprise
subject 20_surprise_sentence 3,subject 20_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.2681204080581665,0.0724592208862304,0.1556732654571533,surprise
subject 20_surprise_sentence 4,subject 20_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.0215590000152587,-0.0360686779022216,0.0700283050537109,surprise
subject 20_surprise_sentence 5,subject 20_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,0.0705237388610839,0.2601609230041504,0.3186993598937988,surprise
subject 21_anger_sentence 1,subject 21_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3163917660713196,0.4690529108047485,0.5199028253555298,anger
subject 21_anger_sentence 2,subject 21_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.4643503427505493,-0.0195671916007995,0.1228342056274414,anger
subject 21_anger_sentence 3,subject 21_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.1080402731895446,0.1124452352523803,0.2341554164886474,anger
subject 21_anger_sentence 4,subject 21_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.014933168888092,0.3055483102798462,0.3709545135498047,anger
subject 21_anger_sentence 5,subject 21_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.6630160808563232,-0.0467283725738525,0.1111998558044433,anger
subject 21_disgust_sentence 1,subject 21_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.5819785594940186,0.0828888416290283,0.1112650632858276,disgust
subject 21_disgust_sentence 2,subject 21_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.1117911338806152,-0.311017632484436,-0.1884891986846923,disgust
subject 21_disgust_sentence 3,subject 21_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.5032424926757812,0.1348137855529785,0.209395170211792,disgust
subject 21_disgust_sentence 4,subject 21_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-1.0,0.1935679912567138,0.2871586084365845,disgust
subject 21_disgust_sentence 5,subject 21_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.0363913178443908,0.0969278812408447,0.1083917617797851,disgust
subject 21_fear_sentence 1,subject 21_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.2626344561576843,-0.1015073657035827,0.0041068792343139,fear
subject 21_fear_sentence 2,subject 21_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.5945467948913574,-0.4869427680969238,-0.3485826253890991,fear
subject 21_fear_sentence 3,subject 21_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.0521388053894043,-0.5534260869026184,-0.341377854347229,fear
subject 21_fear_sentence 4,subject 21_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.679908275604248,-0.260732889175415,-0.2046636343002319,fear
subject 21_fear_sentence 5,subject 21_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.3918651938438415,-0.4919910430908203,-0.2808464765548706,fear
subject 21_happiness_sentence 1,subject 21_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.4186692237854004,0.120068073272705,0.2549668550491333,happiness
subject 21_happiness_sentence 2,subject 21_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,-0.0032035112380981,-0.0140542387962341,0.0762827396392822,happiness
subject 21_happiness_sentence 3,subject 21_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.5656207799911499,0.1420978307723999,0.2268611192703247,happiness
subject 21_happiness_sentence 4,subject 21_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.0448372960090637,-0.0382905006408691,0.0429086685180664,happiness
subject 21_happiness_sentence 5,subject 21_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.1062767505645752,0.022340178489685,0.1059027910232544,happiness
subject 21_sadness_sentence 1,subject 21_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.2321197986602783,-0.4925213456153869,-0.2736932039260864,sadness
subject 21_sadness_sentence 2,subject 21_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.2795314192771911,-0.6213245391845703,-0.4671630859375,sadness
subject 21_sadness_sentence 3,subject 21_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.1469877362251281,-0.5812839865684509,-0.3583278656005859,sadness
subject 21_sadness_sentence 4,subject 21_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.1919319033622741,-0.3101096153259277,-0.12993985414505,sadness
subject 21_sadness_sentence 5,subject 21_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.3612613677978515,-0.4279237985610962,-0.2188008427619934,sadness
subject 21_surprise_sentence 1,subject 21_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.3098655343055725,0.0518877506256103,0.1054725646972656,surprise
subject 21_surprise_sentence 2,subject 21_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.5438227653503418,-0.2584163546562195,-0.1233599781990051,surprise
subject 21_surprise_sentence 3,subject 21_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.6137722730636597,-0.2666026949882507,-0.1501244902610778,surprise
subject 21_surprise_sentence 4,subject 21_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.0634272694587707,-0.1911040544509887,-0.0914797782897949,surprise
subject 21_surprise_sentence 5,subject 21_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.0812585949897766,-0.450115442276001,-0.3301061391830444,surprise
subject 22_anger_sentence 1,subject 22_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.4427590370178222,0.4761255979537964,0.4849499464035034,anger
subject 22_anger_sentence 2,subject 22_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.3645791411399841,0.1754201650619506,0.2630395889282226,anger
subject 22_anger_sentence 3,subject 22_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.3289834856986999,0.4445997476577759,0.4238804578781128,anger
subject 22_anger_sentence 4,subject 22_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.2473707795143127,0.3240423202514648,0.3046534061431885,anger
subject 22_anger_sentence 5,subject 22_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.3036620616912842,0.1132674217224121,0.1989157199859619,anger
subject 22_disgust_sentence 1,subject 22_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1059915423393249,-0.0857428312301635,0.0236344337463378,disgust
subject 22_disgust_sentence 2,subject 22_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.2323207855224609,-0.0665979385375976,0.0131933689117431,disgust
subject 22_disgust_sentence 3,subject 22_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,0.622204065322876,0.5612411499023438,0.5078332424163818,disgust
subject 22_disgust_sentence 4,subject 22_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.5152681469917297,0.23789644241333,0.2584669589996338,disgust
subject 22_disgust_sentence 5,subject 22_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.224295973777771,-0.1937929391860962,-0.0687997341156005,disgust
subject 22_fear_sentence 1,subject 22_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.0765198469161987,-0.1198638677597045,-0.0238515734672546,fear
subject 22_fear_sentence 2,subject 22_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.2418886423110962,-0.4280828237533569,-0.2971708178520202,fear
subject 22_fear_sentence 3,subject 22_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7418683171272278,-0.1221519708633422,-0.0424528121948242,fear
subject 22_fear_sentence 4,subject 22_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.5853081941604614,-0.0254340767860412,0.0326955318450927,fear
subject 22_fear_sentence 5,subject 22_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.406755268573761,0.0222586393356323,0.094180941581726,fear
subject 22_happiness_sentence 1,subject 22_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.6551041603088379,0.238024353981018,0.3462204933166504,happiness
subject 22_happiness_sentence 2,subject 22_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.827921986579895,0.3196690082550049,0.3930575847625732,happiness
subject 22_happiness_sentence 3,subject 22_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.5097730159759521,0.2380269765853881,0.306892991065979,happiness
subject 22_happiness_sentence 4,subject 22_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.3538921475410461,0.0857155323028564,0.1555341482162475,happiness
subject 22_happiness_sentence 5,subject 22_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.7762453556060791,0.2462677955627441,0.2945253849029541,happiness
subject 22_sadness_sentence 1,subject 22_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.2907813191413879,-0.6367698907852173,-0.4047597646713257,sadness
subject 22_sadness_sentence 2,subject 22_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4681105613708496,-0.4557940363883972,-0.2587522268295288,sadness
subject 22_sadness_sentence 3,subject 22_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.0814549922943115,-0.3728809952735901,-0.129952073097229,sadness
subject 22_sadness_sentence 4,subject 22_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.3109447956085205,-0.2789506316184997,-0.1435290575027465,sadness
subject 22_sadness_sentence 5,subject 22_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,0.0417426824569702,-0.3381768465042114,-0.0935097932815551,sadness
subject 22_surprise_sentence 1,subject 22_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.4385592341423034,-0.1419869661331176,0.0424714088439941,surprise
subject 22_surprise_sentence 2,subject 22_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.5706168413162231,0.2967547178268432,0.4222774505615234,surprise
subject 22_surprise_sentence 3,subject 22_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.5299835205078125,0.0133705139160156,0.1565449237823486,surprise
subject 22_surprise_sentence 4,subject 22_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.3350388407707214,-0.0889437198638916,0.030841588973999,surprise
subject 22_surprise_sentence 5,subject 22_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.424184501171112,0.0591886043548584,0.0834642648696899,surprise
subject 23_anger_sentence 1,subject 23_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3481267690658569,-0.068745732307434,0.0356814861297607,anger
subject 23_anger_sentence 2,subject 23_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.5684879422187805,0.0805652141571044,0.207003116607666,anger
subject 23_anger_sentence 3,subject 23_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.3178897500038147,-0.0953829884529113,0.0725938081741333,anger
subject 23_anger_sentence 4,subject 23_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.1831808686256408,-0.1677405834197998,-0.0175423026084899,anger
subject 23_anger_sentence 5,subject 23_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.2231422662734985,-0.1781867742538452,0.016717791557312,anger
subject 23_disgust_sentence 1,subject 23_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1616836190223693,-0.3525724411010742,-0.1829837560653686,disgust
subject 23_disgust_sentence 2,subject 23_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.0311946868896484,-0.4891478419303894,-0.3087069988250732,disgust
subject 23_disgust_sentence 3,subject 23_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,0.1187013387680053,-0.1925534009933471,-0.064746618270874,disgust
subject 23_disgust_sentence 4,subject 23_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.7013170719146729,0.0519601106643676,0.1704566478729248,disgust
subject 23_disgust_sentence 5,subject 23_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.1286660432815551,-0.3532464504241943,-0.0963687896728515,disgust
subject 23_fear_sentence 1,subject 23_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.3557914495468139,-0.5777969360351562,-0.3936938047409057,fear
subject 23_fear_sentence 2,subject 23_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.3001514077186584,-0.5629397034645081,-0.370766282081604,fear
subject 23_fear_sentence 3,subject 23_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7500805258750916,-0.1692549586296081,-0.0708245038986206,fear
subject 23_fear_sentence 4,subject 23_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.5523946285247803,-0.3795391321182251,-0.2814750075340271,fear
subject 23_fear_sentence 5,subject 23_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.6714960336685181,-0.2675830721855163,-0.1147826313972473,fear
subject 23_happiness_sentence 4,subject 23_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,0.5916924476623535,0.2628047466278076,0.3176678419113159,happiness
subject 23_happiness_sentence 5,subject 23_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,1.0,0.4704048633575439,0.4714639186859131,happiness
subject 23_sadness_sentence 1,subject 23_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3435937762260437,-1.0,-0.7420364618301392,sadness
subject 23_sadness_sentence 2,subject 23_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.6283321380615234,-0.9052498936653136,-0.6403026580810547,sadness
subject 23_sadness_sentence 3,subject 23_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.0477452278137207,-0.6258532404899597,-0.3757496476173401,sadness
subject 23_sadness_sentence 4,subject 23_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.2137090563774109,-0.7577739953994751,-0.4749549627304077,sadness
subject 23_sadness_sentence 5,subject 23_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,0.1005716323852539,-0.5166175365447998,-0.2514507174491882,sadness
subject 23_surprise_sentence 1,subject 23_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.3869658708572387,-0.1507333517074585,-0.010309875011444,surprise
subject 23_surprise_sentence 2,subject 23_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.2616333365440368,0.1748342514038086,0.2491185665130615,surprise
subject 23_surprise_sentence 3,subject 23_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.3779945969581604,-0.149868905544281,0.0355222225189209,surprise
subject 23_surprise_sentence 4,subject 23_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.2286662459373474,-0.3537313938140869,-0.1854788064956665,surprise
subject 23_surprise_sentence 5,subject 23_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.102491557598114,-0.1683905124664306,-0.0611326098442077,surprise
subject 24_anger_sentence 1,subject 24_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.4062119722366333,0.4616602659225464,0.4593267440795898,anger
subject 24_anger_sentence 2,subject 24_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.5636533498764038,0.26706063747406,0.2978732585906982,anger
subject 24_anger_sentence 3,subject 24_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.4813327193260193,0.5065149068832397,0.4784469604492187,anger
subject 24_anger_sentence 4,subject 24_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.1464173793792724,0.3605167865753174,0.4173982143402099,anger
subject 24_anger_sentence 5,subject 24_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.1913545727729797,0.4554793834686279,0.5388839244842529,anger
subject 24_disgust_sentence 1,subject 24_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.40486741065979,0.0369504690170288,0.1100517511367797,disgust
subject 24_disgust_sentence 2,subject 24_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.0490385293960571,0.3326703310012817,0.3857458829879761,disgust
subject 24_disgust_sentence 3,subject 24_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.0277890563011169,0.1243833303451538,0.0873529911041259,disgust
subject 24_disgust_sentence 4,subject 24_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.6428589820861816,0.235458493232727,0.2378789186477661,disgust
subject 24_disgust_sentence 5,subject 24_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.6164548397064209,0.1921918392181396,0.3304132223129272,disgust
subject 24_fear_sentence 1,subject 24_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.2512403726577759,-0.4207985401153564,-0.2732598781585693,fear
subject 24_fear_sentence 2,subject 24_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.304739236831665,-0.5135432481765747,-0.3152480125427246,fear
subject 24_fear_sentence 3,subject 24_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.8303840756416321,-0.1283987760543823,-0.0062587261199951,fear
subject 24_fear_sentence 4,subject 24_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.5162320137023926,0.5489413738250732,0.4987478256225586,fear
subject 24_fear_sentence 5,subject 24_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.7070324420928955,0.3891880512237549,0.3910121917724609,fear
subject 24_happiness_sentence 1,subject 24_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.9361650943756104,0.4191443920135498,0.5111682415008545,happiness
subject 24_happiness_sentence 2,subject 24_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.9326683282852172,0.6219854354858398,0.6078035831451416,happiness
subject 24_happiness_sentence 3,subject 24_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.3260993957519531,0.6059486865997314,0.6107854843139648,happiness
subject 24_happiness_sentence 4,subject 24_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,0.095142126083374,0.5437982082366943,0.615247368812561,happiness
subject 24_happiness_sentence 5,subject 24_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.8219261169433594,0.5659611225128174,0.603851318359375,happiness
subject 24_sadness_sentence 1,subject 24_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.181296169757843,-0.3392065763473511,-0.1479372978210449,sadness
subject 24_sadness_sentence 2,subject 24_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.5313860177993774,-0.082105815410614,-0.0137559175491333,sadness
